time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20051023:2000,14.64,93.85,0.0,-0.0,0.0,320.8,0.34,87.0,100940.0
20051023:2100,14.4,94.65,0.0,-0.0,0.0,318.2,0.34,8.0,100940.0
20051023:2200,14.07,95.25,0.0,-0.0,0.0,323.8,0.48,341.0,100931.0
20051023:2300,12.96,98.15,0.0,-0.0,0.0,343.0,0.83,333.0,100911.0
20051024:0000,11.21,99.95,0.0,-0.0,0.0,344.0,1.31,333.0,100881.0
20051024:0100,11.49,99.85,0.0,-0.0,0.0,348.85,1.52,332.0,100842.0
20051024:0200,11.67,99.6,0.0,-0.0,0.0,352.0,1.72,332.0,100822.0
20051024:0300,11.63,99.5,0.0,-0.0,0.0,352.0,1.79,331.0,100812.0
20051024:0400,11.54,99.45,0.0,-0.0,0.0,356.6,1.79,331.0,100802.0
20051024:0500,11.41,99.2,0.0,0.0,0.0,349.2,1.86,328.0,100782.0
20051024:0600,11.94,97.15,86.0,40.78,76.0,348.6,1.66,328.0,100822.0
20051024:0700,13.94,91.85,273.0,328.02,143.0,353.4,1.38,327.0,100832.0
20051024:0800,16.24,83.95,390.0,373.52,199.0,347.6,1.03,318.0,100842.0
20051024:0900,18.0,76.15,497.0,482.44,216.0,325.4,0.83,272.0,100802.0
20051024:1000,19.17,71.95,543.0,532.4,221.0,332.8,1.1,230.0,100753.0
20051024:1100,19.99,68.65,515.0,487.12,234.0,330.2,1.31,221.0,100723.0
20051024:1200,20.5,66.7,522.0,793.16,125.0,333.2,1.24,199.0,100664.0
20051024:1300,20.26,69.3,383.0,661.38,131.0,341.8,1.79,173.0,100664.0
20051024:1400,19.39,75.5,237.0,657.91,88.0,336.0,1.59,168.0,100634.0
20051024:1500,18.32,82.2,38.0,63.27,35.0,332.2,1.1,168.0,100654.0
20051024:1600,17.13,90.25,0.0,-0.0,0.0,323.6,0.55,138.0,100693.0
20051024:1700,16.87,90.5,0.0,-0.0,0.0,322.8,0.41,68.0,100743.0
20051024:1800,16.55,91.75,0.0,-0.0,0.0,320.2,0.62,13.0,100802.0
20051024:1900,16.71,88.85,0.0,-0.0,0.0,325.0,0.97,9.0,100832.0
20051024:2000,15.96,90.0,0.0,-0.0,0.0,319.2,1.1,349.0,100901.0
20051024:2100,14.35,92.85,0.0,-0.0,0.0,316.8,1.31,337.0,100931.0
20051024:2200,13.1,94.8,0.0,-0.0,0.0,315.0,1.45,335.0,100950.0
20051024:2300,12.16,95.8,0.0,-0.0,0.0,313.4,1.66,335.0,100980.0
20051025:0000,11.54,95.95,0.0,-0.0,0.0,311.4,1.72,338.0,101010.0
20051025:0100,11.36,95.45,0.0,-0.0,0.0,310.65,1.79,341.0,101020.0
20051025:0200,11.1,94.65,0.0,-0.0,0.0,309.6,1.79,342.0,101039.0
20051025:0300,10.89,93.9,0.0,-0.0,0.0,308.8,1.72,345.0,101059.0
20051025:0400,10.73,93.1,0.0,-0.0,0.0,308.4,1.72,350.0,101079.0
20051025:0500,10.84,91.8,0.0,0.0,0.0,310.0,1.59,354.0,101108.0
20051025:0600,12.47,89.6,124.0,203.25,75.0,312.2,1.31,360.0,101178.0
20051025:0700,16.65,84.35,302.0,487.31,111.0,337.4,0.83,47.0,101237.0
20051025:0800,18.48,76.05,451.0,645.26,124.0,334.8,1.03,104.0,101296.0
20051025:0900,19.07,73.4,545.0,688.91,147.0,338.4,1.31,138.0,101306.0
20051025:1000,19.18,73.25,583.0,698.38,164.0,342.6,1.38,154.0,101276.0
20051025:1100,19.16,73.3,576.0,741.29,152.0,351.8,1.38,175.0,101286.0
20051025:1200,19.17,73.6,513.0,776.72,128.0,360.2,1.38,194.0,101247.0
20051025:1300,19.1,73.85,385.0,698.99,122.0,355.8,1.45,211.0,101247.0
20051025:1400,18.85,74.95,229.0,631.03,89.0,355.0,1.38,226.0,101217.0
20051025:1500,18.26,78.8,60.0,511.57,38.0,341.4,0.9,233.0,101247.0
20051025:1600,17.47,83.35,0.0,-0.0,0.0,324.4,0.34,265.0,101247.0
20051025:1700,16.81,85.0,0.0,-0.0,0.0,318.6,0.62,335.0,101276.0
20051025:1800,15.96,87.8,0.0,-0.0,0.0,318.0,1.17,347.0,101306.0
20051025:1900,15.38,89.25,0.0,-0.0,0.0,320.4,1.31,346.0,101336.0
20051025:2000,14.68,91.0,0.0,-0.0,0.0,321.0,1.45,352.0,101346.0
20051025:2100,14.77,90.85,0.0,-0.0,0.0,329.6,1.31,359.0,101346.0
20051025:2200,15.81,88.1,0.0,-0.0,0.0,328.8,0.97,15.0,101346.0
20051025:2300,15.89,87.75,0.0,-0.0,0.0,318.2,0.69,39.0,101326.0
20051026:0000,15.67,88.4,0.0,-0.0,0.0,312.4,0.55,52.0,101316.0
20051026:0100,14.93,88.9,0.0,-0.0,0.0,324.25,0.41,47.0,101276.0
20051026:0200,14.63,88.8,0.0,-0.0,0.0,313.4,0.21,24.0,101247.0
20051026:0300,13.94,92.95,0.0,-0.0,0.0,311.2,0.34,334.0,101237.0
20051026:0400,12.76,98.5,0.0,-0.0,0.0,323.6,0.69,329.0,101237.0
20051026:0500,11.07,99.9,0.0,0.0,0.0,328.4,1.03,329.0,101257.0
20051026:0600,11.68,99.25,112.0,151.93,76.0,338.2,1.1,330.0,101267.0
20051026:0700,13.78,97.0,255.0,281.23,146.0,351.2,1.1,318.0,101316.0
20051026:0800,15.19,91.7,408.0,469.93,172.0,349.4,0.97,304.0,101306.0
20051026:0900,16.96,81.55,537.0,673.65,151.0,339.4,1.03,275.0,101247.0
20051026:1000,18.33,73.6,577.0,697.31,162.0,325.6,1.31,255.0,101158.0
20051026:1100,19.26,69.25,567.0,724.71,156.0,323.4,1.38,236.0,101069.0
20051026:1200,19.72,67.55,516.0,818.96,114.0,319.6,1.52,218.0,101010.0
20051026:1300,19.76,67.75,386.0,737.45,112.0,322.8,1.45,200.0,100950.0
20051026:1400,19.23,71.65,223.0,616.62,89.0,313.6,1.59,180.0,100940.0
20051026:1500,18.11,78.45,37.0,0.0,37.0,311.6,1.38,175.0,100931.0
20051026:1600,16.64,87.8,0.0,-0.0,0.0,308.2,0.83,174.0,100931.0
20051026:1700,16.55,86.95,0.0,-0.0,0.0,306.8,0.14,126.0,100980.0
20051026:1800,16.05,88.95,0.0,-0.0,0.0,305.6,0.41,6.0,100980.0
20051026:1900,15.81,89.75,0.0,-0.0,0.0,305.0,0.83,344.0,101020.0
20051026:2000,14.8,91.25,0.0,-0.0,0.0,304.6,1.1,339.0,101000.0
20051026:2100,13.48,93.25,0.0,-0.0,0.0,303.4,1.24,335.0,101020.0
20051026:2200,12.33,94.7,0.0,-0.0,0.0,302.6,1.38,328.0,101029.0
20051026:2300,11.32,95.45,0.0,-0.0,0.0,301.4,1.52,325.0,101020.0
20051027:0000,10.55,95.65,0.0,-0.0,0.0,300.2,1.59,326.0,100990.0
20051027:0100,10.22,95.5,0.0,-0.0,0.0,298.4,1.72,328.0,100980.0
20051027:0200,9.87,95.05,0.0,-0.0,0.0,297.2,1.72,329.0,100931.0
20051027:0300,9.59,94.55,0.0,-0.0,0.0,296.0,1.72,329.0,100931.0
20051027:0400,9.33,94.0,0.0,-0.0,0.0,294.2,1.79,330.0,100931.0
20051027:0500,9.11,93.5,0.0,0.0,0.0,293.6,1.79,334.0,100940.0
20051027:0600,10.59,91.95,114.0,176.11,73.0,293.6,1.66,336.0,100990.0
20051027:0700,14.08,88.45,269.0,357.51,132.0,319.6,1.38,340.0,101010.0
20051027:0800,17.76,74.45,439.0,626.97,127.0,315.8,0.76,336.0,101020.0
20051027:0900,19.69,64.35,532.0,670.44,151.0,313.6,0.28,268.0,100980.0
20051027:1000,20.6,60.9,569.0,682.65,166.0,314.2,0.76,215.0,100921.0
20051027:1100,21.06,60.05,568.0,752.25,145.0,317.4,1.17,205.0,100842.0
20051027:1200,21.19,60.35,508.0,802.3,118.0,317.2,1.17,199.0,100763.0
20051027:1300,21.0,62.65,381.0,735.89,111.0,318.2,1.17,191.0,100723.0
20051027:1400,20.32,68.2,224.0,662.48,83.0,317.8,1.17,190.0,100674.0
20051027:1500,19.12,76.15,35.0,0.0,35.0,316.8,0.97,194.0,100654.0
20051027:1600,18.13,82.0,0.0,-0.0,0.0,313.2,0.55,200.0,100634.0
20051027:1700,17.66,84.35,0.0,-0.0,0.0,310.8,0.21,16.0,100664.0
20051027:1800,17.18,85.85,0.0,-0.0,0.0,309.4,0.83,18.0,100684.0
20051027:1900,16.98,83.25,0.0,-0.0,0.0,309.4,0.9,22.0,100703.0
20051027:2000,16.41,84.3,0.0,-0.0,0.0,307.4,0.97,10.0,100723.0
20051027:2100,14.54,88.65,0.0,-0.0,0.0,306.0,1.24,360.0,100733.0
20051027:2200,13.03,91.45,0.0,-0.0,0.0,305.2,1.38,353.0,100773.0
20051027:2300,11.86,92.95,0.0,-0.0,0.0,304.0,1.59,346.0,100763.0
20051028:0000,11.03,93.45,0.0,-0.0,0.0,303.2,1.72,342.0,100782.0
20051028:0100,10.63,93.25,0.0,-0.0,0.0,302.4,1.86,338.0,100773.0
20051028:0200,10.32,93.1,0.0,-0.0,0.0,301.8,1.86,336.0,100753.0
20051028:0300,10.1,92.7,0.0,-0.0,0.0,300.6,1.86,336.0,100753.0
20051028:0400,9.92,92.25,0.0,-0.0,0.0,300.2,1.86,338.0,100773.0
20051028:0500,9.78,91.6,0.0,0.0,0.0,299.8,1.72,339.0,100773.0
20051028:0600,11.17,89.95,120.0,236.15,66.0,300.8,1.45,341.0,100822.0
20051028:0700,15.78,81.4,298.0,535.85,95.0,304.4,0.69,4.0,100881.0
20051028:0800,18.41,69.8,439.0,648.99,119.0,310.0,0.76,134.0,100901.0
20051028:0900,19.05,69.65,541.0,736.36,126.0,315.0,1.59,156.0,100891.0
20051028:1000,19.19,69.7,580.0,749.69,141.0,318.2,1.93,162.0,100852.0
20051028:1100,19.15,69.4,563.0,749.73,145.0,326.2,1.93,171.0,100812.0
20051028:1200,18.88,70.15,508.0,828.85,109.0,344.8,1.79,170.0,100763.0
20051028:1300,18.37,72.35,372.0,706.57,116.0,360.4,1.59,163.0,100753.0
20051028:1400,17.55,76.35,218.0,647.7,83.0,331.4,1.1,154.0,100733.0
20051028:1500,16.76,79.6,33.0,0.0,33.0,339.6,0.69,114.0,100773.0
20051028:1600,15.66,87.4,0.0,-0.0,0.0,337.2,0.69,82.0,100812.0
20051028:1700,15.06,87.7,0.0,-0.0,0.0,334.2,0.69,83.0,100921.0
20051028:1800,14.01,91.75,0.0,-0.0,0.0,337.0,1.17,103.0,100970.0
20051028:1900,14.43,89.8,0.0,-0.0,0.0,360.8,2.28,105.0,101049.0
20051028:2000,14.31,88.5,0.0,-0.0,0.0,355.8,3.59,105.0,101108.0
20051028:2100,13.82,87.5,0.0,-0.0,0.0,368.8,4.28,100.0,101187.0
20051028:2200,13.11,85.35,0.0,-0.0,0.0,367.8,4.21,94.0,101168.0
20051028:2300,12.46,85.0,0.0,-0.0,0.0,357.6,3.79,90.0,101207.0
20051029:0000,11.92,83.45,0.0,-0.0,0.0,350.0,3.45,87.0,101276.0
20051029:0100,11.33,83.1,0.0,-0.0,0.0,345.85,3.17,87.0,101276.0
20051029:0200,10.96,82.4,0.0,-0.0,0.0,342.4,3.03,89.0,101316.0
20051029:0300,10.59,81.85,0.0,-0.0,0.0,337.2,2.97,90.0,101355.0
20051029:0400,10.34,78.95,0.0,-0.0,0.0,333.2,2.83,92.0,101405.0
20051029:0500,10.03,80.5,0.0,0.0,0.0,329.8,2.62,92.0,101454.0
20051029:0600,10.0,79.15,63.0,17.82,59.0,321.8,2.41,93.0,101543.0
20051029:0700,10.22,73.9,159.0,45.4,142.0,318.8,2.55,91.0,101632.0
20051029:0800,10.85,70.4,390.0,444.2,173.0,304.4,2.34,92.0,101662.0
20051029:0900,11.76,64.8,391.0,232.6,261.0,296.0,2.34,93.0,101701.0
20051029:1000,12.64,59.0,535.0,581.92,197.0,312.0,2.14,96.0,101711.0
20051029:1100,13.0,56.05,489.0,470.33,229.0,302.6,1.93,114.0,101691.0
20051029:1200,13.07,55.15,492.0,767.74,126.0,312.2,2.0,131.0,101672.0
20051029:1300,12.82,55.4,357.0,637.25,129.0,309.8,1.93,143.0,101662.0
20051029:1400,12.44,55.7,203.0,543.86,92.0,306.6,2.0,146.0,101662.0
20051029:1500,11.81,56.55,31.0,0.0,31.0,294.6,1.86,136.0,101672.0
20051029:1600,11.23,58.7,0.0,-0.0,0.0,304.0,1.79,120.0,101701.0
20051029:1700,10.61,62.8,0.0,-0.0,0.0,302.8,1.86,109.0,101751.0
20051029:1800,10.04,67.5,0.0,-0.0,0.0,307.2,1.79,104.0,101790.0
20051029:1900,9.01,69.85,0.0,-0.0,0.0,289.2,1.66,102.0,101780.0
20051029:2000,8.88,70.45,0.0,-0.0,0.0,302.2,1.52,103.0,101790.0
20051029:2100,8.75,71.25,0.0,-0.0,0.0,302.8,1.45,100.0,101780.0
20051029:2200,8.61,71.85,0.0,-0.0,0.0,298.0,1.38,97.0,101790.0
20051029:2300,8.61,71.5,0.0,-0.0,0.0,298.2,1.24,95.0,101790.0
20051030:0000,8.73,70.15,0.0,-0.0,0.0,297.6,1.1,92.0,101760.0
20051030:0100,9.0,69.8,0.0,-0.0,0.0,299.8,0.97,92.0,101681.0
20051030:0200,8.74,70.95,0.0,-0.0,0.0,292.4,1.03,89.0,101672.0
20051030:0300,8.21,73.45,0.0,-0.0,0.0,289.6,1.17,84.0,101632.0
20051030:0400,7.72,75.7,0.0,-0.0,0.0,286.4,1.38,80.0,101593.0
20051030:0500,7.45,77.95,0.0,0.0,0.0,296.8,1.45,78.0,101553.0
20051030:0600,7.91,79.05,88.0,86.21,69.0,297.8,1.45,85.0,101593.0
20051030:0700,9.27,70.4,201.0,135.1,151.0,303.8,1.17,96.0,101602.0
20051030:0800,10.15,66.0,420.0,595.07,132.0,301.0,0.97,117.0,101612.0
20051030:0900,11.07,61.65,511.0,638.7,157.0,296.6,1.1,128.0,101593.0
20051030:1000,11.82,57.25,550.0,663.06,168.0,297.4,1.52,134.0,101583.0
20051030:1100,11.98,56.95,523.0,616.67,185.0,304.6,1.86,149.0,101494.0
20051030:1200,12.19,56.5,476.0,709.57,141.0,295.6,1.93,160.0,101434.0
20051030:1300,12.28,56.5,343.0,577.36,139.0,273.0,2.14,167.0,101375.0
20051030:1400,11.88,58.55,198.0,530.42,92.0,269.4,2.34,168.0,101355.0
20051030:1500,11.25,60.3,29.0,0.0,29.0,275.0,1.86,160.0,101375.0
20051030:1600,10.46,64.1,0.0,-0.0,0.0,287.2,1.45,151.0,101385.0
20051030:1700,9.39,73.7,0.0,-0.0,0.0,292.8,1.31,137.0,101434.0
20051030:1800,8.96,73.6,0.0,-0.0,0.0,305.8,1.52,119.0,101434.0
20051030:1900,8.54,72.5,0.0,-0.0,0.0,305.8,1.66,116.0,101454.0
20051030:2000,8.34,73.2,0.0,-0.0,0.0,303.0,1.45,112.0,101454.0
20051030:2100,8.15,72.75,0.0,-0.0,0.0,278.8,1.24,106.0,101454.0
20051030:2200,8.4,71.45,0.0,-0.0,0.0,296.6,1.03,101.0,101474.0
20051030:2300,8.52,70.05,0.0,-0.0,0.0,284.6,0.9,98.0,101434.0
20051031:0000,8.5,70.25,0.0,-0.0,0.0,294.4,0.83,96.0,101415.0
20051031:0100,8.36,70.9,0.0,-0.0,0.0,296.4,0.76,89.0,101365.0
20051031:0200,8.28,71.6,0.0,-0.0,0.0,298.4,0.76,85.0,101346.0
20051031:0300,8.28,71.75,0.0,-0.0,0.0,297.0,0.69,80.0,101336.0
20051031:0400,8.23,72.75,0.0,-0.0,0.0,302.2,0.69,74.0,101365.0
20051031:0500,8.04,74.95,0.0,0.0,0.0,305.4,0.62,79.0,101355.0
20051031:0600,8.15,78.4,72.0,41.62,63.0,309.4,0.69,106.0,101385.0
20051031:0700,8.42,78.9,229.0,240.61,141.0,311.2,0.76,97.0,101395.0
20051031:0800,8.97,76.2,357.0,346.23,191.0,306.4,0.9,125.0,101385.0
20051031:0900,9.63,72.15,309.0,90.97,259.0,313.2,1.17,146.0,101355.0
20051031:1000,10.04,69.85,293.0,50.75,264.0,323.4,1.38,149.0,101326.0
20051031:1100,9.86,72.15,391.0,215.29,274.0,322.6,1.45,152.0,101276.0
20051031:1200,9.86,72.85,461.0,656.59,154.0,322.6,1.45,159.0,101247.0
20051031:1300,9.89,72.5,303.0,392.62,166.0,320.6,1.38,165.0,101187.0
20051031:1400,9.83,72.35,61.0,0.0,61.0,316.6,1.24,164.0,101187.0
20051031:1500,9.59,73.5,9.0,0.0,9.0,316.4,0.97,151.0,101197.0
20051031:1600,8.96,78.87,0.0,-0.0,0.0,337.63,1.22,131.0,101227.0
20051031:1700,8.89,79.58,0.0,-0.0,0.0,332.65,1.2,116.0,101276.0
20051031:1800,8.83,80.29,0.0,-0.0,0.0,327.68,1.17,105.0,101306.0
20051031:1900,8.76,80.99,0.0,-0.0,0.0,322.7,1.15,110.0,101316.0
20051031:2000,8.7,81.7,0.0,-0.0,0.0,317.73,1.13,120.0,101306.0
20051031:2100,8.63,82.4,0.0,-0.0,0.0,312.75,1.1,121.0,101296.0
20051031:2200,8.57,83.11,0.0,-0.0,0.0,307.78,1.08,113.0,101286.0
20051031:2300,8.5,83.82,0.0,-0.0,0.0,302.8,1.05,109.0,101306.0
20141101:0000,8.44,84.52,0.0,-0.0,0.0,297.82,1.03,354.0,101039.0
20141101:0100,8.38,85.23,0.0,-0.0,0.0,292.85,1.01,355.0,101020.0
20141101:0200,8.31,85.93,0.0,-0.0,0.0,287.87,0.98,354.0,101049.0
20141101:0300,8.25,86.64,0.0,-0.0,0.0,282.9,0.96,355.0,101020.0
20141101:0400,8.18,87.35,0.0,-0.0,0.0,277.92,0.94,352.0,101059.0
20141101:0500,8.12,88.05,0.0,0.0,0.0,272.95,0.91,351.0,101089.0
20141101:0600,8.05,88.76,152.0,334.74,81.0,267.97,0.89,347.0,101168.0
20141101:0700,7.99,89.46,291.0,417.83,140.0,263.0,0.87,332.0,101217.0
20141101:0800,11.35,74.3,383.0,383.21,201.0,265.4,0.48,269.0,101217.0
20141101:0900,12.46,68.75,529.0,710.09,142.0,273.0,1.03,234.0,101237.0
20141101:1000,13.15,64.2,573.0,808.04,115.0,279.0,1.1,223.0,101187.0
20141101:1100,13.55,61.65,543.0,809.11,107.0,304.6,1.03,206.0,101148.0
20141101:1200,13.81,61.3,449.0,736.38,108.0,304.6,1.72,198.0,101099.0
20141101:1300,13.8,61.65,322.0,702.22,80.0,321.6,2.0,201.0,101059.0
20141101:1400,13.53,62.9,151.0,469.83,61.0,299.0,1.86,194.0,101059.0
20141101:1500,12.88,65.9,0.0,0.0,0.0,279.4,1.45,181.0,101059.0
20141101:1600,11.63,76.15,0.0,-0.0,0.0,290.8,1.1,162.0,101108.0
20141101:1700,11.46,72.7,0.0,-0.0,0.0,284.2,1.1,145.0,101158.0
20141101:1800,11.55,72.1,0.0,-0.0,0.0,289.6,1.1,131.0,101187.0
20141101:1900,9.92,79.1,0.0,-0.0,0.0,290.2,1.38,123.0,101217.0
20141101:2000,10.27,78.15,0.0,-0.0,0.0,287.2,1.24,116.0,101227.0
20141101:2100,10.38,78.55,0.0,-0.0,0.0,288.2,0.9,116.0,101247.0
20141101:2200,10.32,79.5,0.0,-0.0,0.0,279.8,0.62,99.0,101237.0
20141101:2300,10.17,80.65,0.0,-0.0,0.0,278.0,0.55,61.0,101227.0
20141102:0000,9.63,82.4,0.0,-0.0,0.0,282.2,0.55,34.0,101197.0
20141102:0100,8.82,84.25,0.0,-0.0,0.0,278.0,0.62,31.0,101158.0
20141102:0200,8.44,86.3,0.0,-0.0,0.0,281.2,0.76,43.0,101138.0
20141102:0300,7.57,89.15,0.0,-0.0,0.0,275.4,1.03,51.0,101118.0
20141102:0400,6.91,91.0,0.0,-0.0,0.0,278.2,1.03,52.0,101118.0
20141102:0500,6.15,93.6,0.0,0.0,0.0,277.4,1.1,55.0,101118.0
20141102:0600,6.37,93.65,155.0,384.67,75.0,279.0,1.1,58.0,101178.0
20141102:0700,9.2,84.2,306.0,523.73,119.0,277.0,0.76,40.0,101187.0
20141102:0800,10.84,77.15,454.0,724.85,113.0,275.4,0.69,100.0,101187.0
20141102:0900,11.8,74.25,541.0,793.83,112.0,285.6,1.31,129.0,101197.0
20141102:1000,12.47,71.9,571.0,821.77,109.0,298.0,1.86,135.0,101168.0
20141102:1100,12.81,69.9,538.0,806.65,107.0,308.0,1.93,141.0,101158.0
20141102:1200,12.72,70.15,444.0,734.77,107.0,321.0,1.72,155.0,101089.0
20141102:1300,12.65,71.0,312.0,661.04,87.0,309.2,1.72,166.0,101049.0
20141102:1400,12.25,73.05,147.0,463.91,60.0,304.0,1.52,162.0,101069.0
20141102:1500,11.61,75.85,0.0,0.0,0.0,288.0,1.31,141.0,101059.0
20141102:1600,10.5,82.9,0.0,-0.0,0.0,286.4,1.31,118.0,101089.0
20141102:1700,9.64,84.55,0.0,-0.0,0.0,284.2,1.31,105.0,101128.0
20141102:1800,9.41,83.2,0.0,-0.0,0.0,282.8,1.38,94.0,101178.0
20141102:1900,8.79,84.05,0.0,-0.0,0.0,280.0,1.72,93.0,101227.0
20141102:2000,8.6,84.35,0.0,-0.0,0.0,282.2,1.79,85.0,101257.0
20141102:2100,8.55,84.4,0.0,-0.0,0.0,287.4,1.66,78.0,101257.0
20141102:2200,8.8,83.7,0.0,-0.0,0.0,293.4,1.45,74.0,101276.0
20141102:2300,8.71,84.45,0.0,-0.0,0.0,286.8,1.17,68.0,101276.0
20141103:0000,8.3,86.0,0.0,-0.0,0.0,293.2,1.03,67.0,101276.0
20141103:0100,7.89,87.55,0.0,-0.0,0.0,292.4,1.03,65.0,101237.0
20141103:0200,7.36,89.4,0.0,-0.0,0.0,299.2,1.1,65.0,101237.0
20141103:0300,7.29,89.9,0.0,-0.0,0.0,312.4,1.17,68.0,101217.0
20141103:0400,7.23,89.75,0.0,-0.0,0.0,313.8,1.31,73.0,101227.0
20141103:0500,7.26,88.9,0.0,0.0,0.0,315.4,1.38,77.0,101237.0
20141103:0600,7.63,88.6,85.0,34.34,78.0,310.4,1.45,83.0,101296.0
20141103:0700,9.21,83.3,170.0,48.2,153.0,319.8,1.1,101.0,101355.0
20141103:0800,9.98,78.8,262.0,85.84,222.0,319.2,1.17,120.0,101346.0
20141103:0900,10.3,76.9,203.0,7.46,199.0,320.6,1.1,131.0,101355.0
20141103:1000,10.74,74.55,494.0,511.08,209.0,323.2,1.03,143.0,101306.0
20141103:1100,11.05,72.7,398.0,279.34,250.0,323.2,0.97,158.0,101257.0
20141103:1200,11.27,71.5,429.0,677.99,121.0,323.2,0.9,169.0,101197.0
20141103:1300,11.39,70.55,228.0,220.11,154.0,320.2,0.97,174.0,101138.0
20141103:1400,11.22,70.55,132.0,348.58,68.0,327.0,1.1,176.0,101118.0
20141103:1500,10.91,71.55,0.0,0.0,0.0,329.0,1.1,173.0,101099.0
20141103:1600,10.03,80.5,0.0,-0.0,0.0,306.0,1.03,167.0,101118.0
20141103:1700,10.15,76.65,0.0,-0.0,0.0,292.0,0.69,150.0,101138.0
20141103:1800,10.2,76.45,0.0,-0.0,0.0,295.2,0.55,114.0,101187.0
20141103:1900,9.79,77.25,0.0,-0.0,0.0,272.4,0.76,104.0,101197.0
20141103:2000,9.75,77.35,0.0,-0.0,0.0,274.6,0.69,90.0,101217.0
20141103:2100,9.61,77.9,0.0,-0.0,0.0,270.8,0.69,78.0,101207.0
20141103:2200,9.36,78.95,0.0,-0.0,0.0,277.8,0.62,63.0,101207.0
20141103:2300,9.13,80.0,0.0,-0.0,0.0,286.8,0.62,46.0,101178.0
20141104:0000,8.96,80.8,0.0,-0.0,0.0,291.0,0.48,7.0,101178.0
20141104:0100,8.69,82.1,0.0,-0.0,0.0,302.0,0.55,354.0,101148.0
20141104:0200,8.57,83.1,0.0,-0.0,0.0,299.2,0.62,353.0,101099.0
20141104:0300,8.52,83.25,0.0,-0.0,0.0,305.8,0.69,356.0,101099.0
20141104:0400,8.18,84.6,0.0,-0.0,0.0,300.0,0.83,353.0,101069.0
20141104:0500,7.78,86.35,0.0,0.0,0.0,305.2,0.97,348.0,101059.0
20141104:0600,7.77,88.1,138.0,300.4,78.0,305.4,0.9,343.0,101108.0
20141104:0700,9.58,83.45,235.0,218.13,159.0,322.2,0.48,321.0,101118.0
20141104:0800,10.68,78.65,392.0,463.68,178.0,320.4,0.62,285.0,101128.0
20141104:0900,11.81,73.7,523.0,747.17,126.0,298.6,0.9,258.0,101089.0
20141104:1000,12.48,70.65,557.0,802.72,113.0,318.4,0.9,243.0,101099.0
20141104:1100,12.95,68.05,522.0,772.79,116.0,326.0,1.03,243.0,100980.0
20141104:1200,13.21,66.7,432.0,715.59,110.0,334.0,1.17,241.0,100901.0
20141104:1300,13.32,65.9,303.0,653.43,86.0,316.4,1.17,236.0,100861.0
20141104:1400,13.19,66.3,139.0,445.07,59.0,325.0,1.17,234.0,100832.0
20141104:1500,12.48,74.05,0.0,0.0,0.0,295.6,0.97,223.0,100822.0
20141104:1600,11.93,72.15,0.0,-0.0,0.0,291.6,0.9,217.0,100842.0
20141104:1700,11.91,71.15,0.0,-0.0,0.0,281.2,0.9,210.0,100891.0
20141104:1800,11.55,73.7,0.0,-0.0,0.0,277.0,0.76,195.0,100921.0
20141104:1900,11.74,71.3,0.0,-0.0,0.0,286.6,0.28,225.0,100950.0
20141104:2000,11.46,72.75,0.0,-0.0,0.0,298.8,0.28,341.0,100960.0
20141104:2100,11.16,74.7,0.0,-0.0,0.0,304.2,0.41,1.0,100960.0
20141104:2200,10.83,75.95,0.0,-0.0,0.0,297.2,0.62,335.0,100990.0
20141104:2300,10.41,78.25,0.0,-0.0,0.0,292.6,0.83,330.0,100921.0
20141105:0000,9.43,82.65,0.0,-0.0,0.0,290.2,1.03,324.0,100970.0
20141105:0100,8.12,88.05,0.0,-0.0,0.0,291.2,1.24,315.0,100881.0
20141105:0200,7.38,91.55,0.0,-0.0,0.0,301.4,1.38,313.0,100911.0
20141105:0300,6.43,95.1,0.0,-0.0,0.0,290.8,1.52,319.0,100921.0
20141105:0400,6.07,96.85,0.0,-0.0,0.0,299.8,1.66,325.0,100881.0
20141105:0500,6.03,96.95,0.0,0.0,0.0,299.6,1.72,330.0,100940.0
20141105:0600,7.17,95.2,0.0,0.0,0.0,311.4,1.66,333.0,100980.0
20141105:0700,9.31,88.6,119.0,5.81,117.0,313.2,1.31,343.0,101020.0
20141105:0800,11.32,79.55,180.0,10.94,175.0,313.4,0.9,336.0,101029.0
20141105:0900,12.38,75.65,150.0,0.0,150.0,314.6,0.69,286.0,101039.0
20141105:1000,13.44,72.7,284.0,52.86,255.0,317.0,1.24,245.0,100990.0
20141105:1100,14.38,67.35,366.0,214.98,254.0,325.4,1.93,245.0,100950.0
20141105:1200,14.75,66.2,284.0,152.55,216.0,333.0,2.07,232.0,100931.0
20141105:1300,14.78,66.9,144.0,30.48,134.0,340.2,2.21,217.0,100921.0
20141105:1400,14.46,69.45,82.0,62.51,71.0,343.2,2.28,202.0,100921.0
20141105:1500,13.8,73.8,0.0,-0.0,0.0,337.0,2.21,199.0,100931.0
20141105:1600,13.12,78.15,0.0,-0.0,0.0,325.6,2.14,204.0,100980.0
20141105:1700,12.33,83.25,0.0,-0.0,0.0,310.0,2.07,206.0,101000.0
20141105:1800,11.68,87.2,0.0,-0.0,0.0,322.8,1.93,207.0,101049.0
20141105:1900,11.6,85.3,0.0,-0.0,0.0,341.0,1.72,226.0,101079.0
20141105:2000,11.42,84.9,0.0,-0.0,0.0,327.0,1.59,235.0,101108.0
